courseId,rating,feedbackTopic,feedback
A11,5,新手救星,"老師把各個原則應用在不同物品的方式講解得很清楚
期待進階課程"
A11,5,設計入門,新手入門好幫手
A11,3,ok,"還不錯
"
A11,5,評價,日常可以很常用到一門課，謝謝老師的用心
A11,5,實用性高,簡單明瞭
A11,5,很實用的課程,"課程內容規劃很實用,配音表達很清楚，所以很好吸收，很推薦！"
A11,5, 對網拍來說很實用,上過老師實體課很棒，實作單元非常實用，以前真的都是憑感覺想放啥就放啥，原來箇中有如此多奧妙精隨! !
A11,5,好吸收的滿滿乾貨!,我從蝦皮上過直播圖文設計課後覺得不錯，來上過線上課程後發現更棒，課程大量使用簡單有趣的創意方法應用在排版上，比一些傳統設計軟體教學枯燥的內容來說真的很不同，推薦給蝦皮賣家! 
A11,5,新手真的適合 講得很詳細,"出社會美編設計做了一年，矇懞懂懂地問了身邊的人，很多知識都零零碎碎略懂，
這影片真的是大統整，很有邏輯的詳細說明和舉例，做了一份sop，讓迷惘時可以有方向去參考製作，不再是用直覺拼拼湊湊，感謝大師！
還好售價也很平價 可接受。
*影片是慢速播放讓年長不熟悉電腦的人可以好好學，我自己是開兩倍速快轉聽完，輕鬆無負擔，下班也能看一下，不會有太大壓力。"
A11,5,自己作圖最省錢,原本有固定請設計師做店裡的社群圖，但常常品質不如預期，最後索性乾脆自己學。看了很多Youtube都是軟體居多，後來才發現這堂課，教你如何運用免費資源快速產出，真的非常實用，而且也不是單純套版，還分享很多重要的排版知識以及素材運用的法律常識，對於像我這樣的小型商家來說是非常實用的課程! 省下不少設計費~
A11,5, 自媒體時代必備的視覺力聖經,本身有經營知識型自媒體，因此覺得課程中在社群媒體部分很有參考價值。因為空有好的內容絕對是不夠的，如何透過圖片讓觀眾好閱讀吸收，才能脫穎而出放大自己的影響力。而本課完整又平易近人的內容滿足了我的需求，故給五顆星推薦。
A11,5,真心希望快開進階課,我目前工設系大三，但平面排版能力還是很弱，之前學校都是實作，老師給意見而已，雖然知道問題在哪，但下次實作時，就又忘記了，或者應該說不知道怎麼掌握....但上完這堂課後，覺得豁然開朗! 因為過去排版的盲點，原來是因為缺少了一套＂通用的系統＂來套用，頭痛醫頭腳痛醫腳，當然沒辦法整體進步。這堂課將平面設計理論變成趣味的記憶法， 比死記課本的設計理論棒多了! 敲碗希望老師趕快開進階課
A11,5,完整實用、有趣認真的好課,以前作品總是被主管改來改去，改到都懷疑人生，雖然已經從事小編工作三年，但覺得自己製圖能力還是卡在瓶頸無法突破。上完課後覺得好像被打通任督二脈，原來自己以前有這麼多錯誤觀念...例如資訊放太多太貪心這類的(以前就覺得要放好放滿人家才會懂。而且課程節奏不僅活潑，涵蓋的層面也很廣，更重要的是老師還提供免費諮詢，而且非常認真回答，雖然是線上課卻像實體課一樣被認真對待的感覺真好! 
A11,5,平面新手的明燈,"以前買過一些排版設計書，但大部分都像是示範參考書而已，照著排完下次就忘記要怎麼運用了。
而這堂課透過淺顯易懂的系統與術語，來解析各種媒體平台到實體印刷的排版要點，
幫我在觀念部分有很大的啟發，非常推薦!"
A11,5,將複雜的理論簡化出實用的設計重點~,講師提供了各類型素材圖庫並講解使用規範，透過淺顯易懂的語法，解析各社群平台圖素及實體DM、展板等排版注意事項，在做圖前能善用講師提供的技巧，不會再憑感覺做圖。
A11,5,課程很棒,上課的內容很優質，但是自創的術語太多了，有時候會混亂，但整體課程還是挺有趣的！
A11,5,很棒的課程,"課程簡顯易懂，蠻適合初學者的，
課程中的設計公式與技巧都很受用，對我這個本來就是學設計的人來說也還是有些收穫的，
尤其是社群發文、懶人包的撰寫發想技巧的分析與類型，真的是讓我受益良多茅塞頓開。
希望老師以後有開專門關於如何經營社群媒體撰寫發文的課程，覺得老師的解說比網路的教學文來的簡顯易懂切入要點。"
A11,5,實際操作的内容實用,"我終於遇到一位老師講述印刷在ai完稿的注意事項。我以前youtube都找不到完整的内容。很實用！推！
"
A11,5,應該是我買過最推薦的課,"老師口條好有朝氣，不時冒出一些笑點，吸引人一直聽下去，建議可以去做podcast啦~
內容輕鬆卻很有系統邏輯非常實用，搭配很多作業自我練習，讓人收穫滿滿"
A11,5,輕鬆，有料，划算!,設計省攻略，課如其名。不只省錢，運用免費資源即可快速排版；還很省心，各種口訣過目不忘；更是省事，連印刷都教你如何打點，好課，好課!
A11,5,終於脫離改圖地獄,我是外行偶爾卻要幫公司做一些FB宣傳圖，之前常常被老闆改圖改到心很累，用了老師的方法後覺得質感真的有提升不少，而且老闆也很滿意!  課程很簡單，裡面的學問卻不簡單! 推薦給和我一樣的新手菜鳥們!
A11,5,適合每一個需要做圖的新手放進口袋收藏,就如課名超佛心，原本只有100分鐘老師竟然暴增到200分，而且內容毫不馬虎超認真都怕看不完了。課程循序漸進，用簡單好記的第一章讓人了解簡單快速的做圖技巧，其他單元則偏向實作攻略與分析，並且還有整合印刷常識，需要的時候可以直接現學現賣非常方便，是值得買爆的高CP課程~!
A11,5,第一章學習心得,簡報清晰，內容有系統且完整，不用艱澀的文字，讓初學者的我，一堂課就了解設計做圖的入門技巧，超讚
A12,5,適合新手快速入門～,課程內容非常淺顯易懂，整體較適用於完全從零開始的賣家及較普遍、非特定領域的商品銷售，不過還是有強化到適用於任何產業的行銷概念，像是：產品、包裝、服務、裝潢、促銷及好評，所有的環節其實都是行銷的㇐部份，必須全方位創造好感。也有舉例在各方面能夠如何具體執行與如何吸引買家。
A12,5,目前很棒,很精實的內容！流程淺顯易懂
A12,5,實用的課程,對於新手來說，老師的課程很容易瞭解，學到了不少觀念，最主要的還是要切實去做，基本上很滿意這個課程
A12,5,新手的救星,"看完的整個課程真心覺得還不錯
對於一個剛入門的新手照著操作多少都會有點成果的
希望後續還能有行銷的課程上架"
A12,5,老師真的很用心教,學到了好多以前不知道的方法!! 這個課程真的花得很值得~~
A12,5,蝦皮課程,太棒了 學到不少知識
A12,5,賣場圖片教學,"老師在賣場圖片教學的部分，每個步驟都很仔細講解。
淺顯易懂，希望能透過這次上課後，生意會越來越好。
感謝老師。"
A12,5,非常實用的課程,因為這門課，我成功在蝦皮上有效的經營電商，非常謝謝這門課給我的效益，受益良多
A12,4,課程內容與目前的蝦皮有落差,"許多內容其實已與目前的蝦皮有落差
只要打廣告就能有來客數及放入購物車
但重要的是如何成功弄成轉化率
這點最重要的其實沒有提及"
A12,5,完全實戰手冊,非常實用的內容，即學即用，感謝老師的用心分享！
A12,5,蝦皮新手必看,老師講解的非常詳細，從商品、定價、廣告甚至是和顧客的聊聊都涵蓋到，真心覺得是很超值的一堂課，感謝老師的分享
A12,5,新手快速入門,老師講解內容詳細，簡單易懂，新手快速入門的好選擇
A12,5,"課程內容扎實好上手, 老師回應親切！","從一開始的賣場設計到行銷活動, 一步一步都很詳細解說,
對剛起步的奈米賣家真的很有幫助！
提問也得到老師很有耐心又詳細的回應, 相當感謝！"
A12,5,CP值很高的課程,淺顯易懂深入簡出不拖泥帶水
A12,5,優質課程,"內容說明非常清楚、不拖泥帶水....好課程~~
"
A12,5,課程很有幫助,"老師講得內容很廣，讓同學可以了解整個賣家的流程，也讓我們知道如何起步!
裡面也教了很多實用小技巧，希望能參考課程讓賣場一步一步茁壯成長！"
A12,5,很全面的資訊，新手賣家必備,很全面的資訊，新手賣家必備
A12,5,課程清楚明瞭,上了這堂課程後，對蝦皮賣場經營有一個雛形，接下來就要試試看經營自己的賣場了。
A12,5,超讚,謝謝老師。教學超指係，很容易就懂。
A12,5,課程很值得,課程清楚，包含所有新手開賣場的疑慮，可以省下很多時間。我自己是已經開始經營賣場後，才找到這堂課，課程內容讓我可以更有條理的去檢視自己的賣場，是否還有可以改善之處，老師講的重點都有做到的話，那一定就是蝦皮超強賣場了！
A12,5,新手賣家的實用入門課,推薦給蝦皮新手賣家，實用的課程幫助你一開始經營蝦皮賣場更順手。
A12,5,推薦給新手賣家~,"我是蝦皮大學成長營的同學，上過老師的直播課後覺得不錯，來上過線上課程後發現更棒，內容非常完整、深入淺出，推薦給新手賣家!
"
A12,5,讚,上過老師實體課很棒，不拖泥帶水卻又淺顯易懂。最後作業跟課程內容緊扣，對新手來說很方便可以檢討自己的賣場！~
A12,5,新手突破０訂單窘境的明燈,"本身是團媽有在賣一些小物賺外快，但以前都是親朋好友團購小貓兩三隻。

沒想到照著課程的方法改善賣場後，真的接到許多陌生訂單，不過課程有很多觀念的確是過去大大迷思，需要有點勇氣嘗試突破XD 很感恩自己有去嘗試～但更感謝老師用心製作課程分享很喜歡這堂課！"
A12,5,經營蝦皮很實用,運用在經營蝦皮的技巧很實用，也很多小撇步，很不錯!
A12,5,概念完整,"適合想入蝦皮的新手，
概念完整清晰，
操作經驗也需要累積才能長久！"
A12,5,推薦給新手,很多新手必知的要點可以多多學習
A12,5,推薦給蝦皮新手,是一堂蝦皮創業的基礎課，內容多元推薦給新手賣家~
A12,5,值得推薦給新手,課程簡單實用 適合新手
A12,5,適合初學者，簡單易懂,上課內容很簡單易懂，裡面老師講的很細，該注意什麼都會提到，避免身為新手的我踩雷，雖然過了兩個禮拜還沒開始有什麼訂單，但是受益良多～～
A12,4,整體學習還不錯,"這堂課適合給從沒碰過蝦皮販售東西的新手學習
但如果有一定基礎的 從中後段看會比較適合～～
正在嘗試看看蝦皮廣告
希望可以越來越好^^"
A12,5,非常適合初學者,"教會你使用關鍵字,這是還沒上課前完全沒有的觀念
吸收很多的知識!!"
A12,5,非常適合完全新手的課程,"第一次接觸電商的我，雖然在網上蒐集了不少資料，也有初步的概念，不過藉由這套課程，更讓我了解開店的全面初步作業。
課程整體流暢淺顯易懂，我已經準備好開始依照課程的步驟一一操作了！推一個！謝謝！"
A12,5,適合菜鳥級學習,"內容課程不會太艱難懂，很清楚能從零開始做。
重要是要開始動手去做才能明白內容的做法。"
A12,3,比較適合完全沒接觸過的新手,"看了評價買的～我在蝦皮賣場有簡單上架過，只有幾次經驗所以我認為我是新手。
我覺得課程內容比較適合完全沒接觸過的同學，因為有些功能自己上去按按看也會。
會希望課程內容可以再豐富些。

最後幾堂的課給我新的思維，改天試試看，像是修圖的部分我覺得有點難，但這部分對我有幫助，又多了一個選擇，謝謝。"
A12,5,收獲滿滿的ㄧ堂課,看完後，覺得好險有先看這堂課。能夠幸運的少走了好多冤枉路，也對於做網拍的方向，更有目標。
A12,5,內容好吸收！,這是一堂網路新手賣家的0級入門課程，課程節奏流暢，易懂且好吸收！
A12,5,很適合蝦皮新手的課程,"蝦皮新手賣家行銷術，真的是有突破網拍初期盲點，很針對蝦皮網拍的基礎操作都有提到了，
也提供商品選擇的檢核，幫助選品的方向，要滿足這些檢核條件還真不容易，如可以多舉一些例子就更好了，
整體而言，是很受益的課程。"
A12,5,各方面都有考量到的好課程,"從選品文案設計法律都有完整描述,但如課程所說做生意就是有風險,希望能夠富貴險中求"
A12,5,基本課程推薦,"新手入門必備，推推
"
A12,5,按部就班，完整又實用,"之前從來沒有當過蝦皮賣家，進去後台也毫無頭緒，
只能參考別人的賣場，試著去模仿別人
　
上完課之後，對於整個賣場經營、商品曝光都有概念
非常適合０經驗的新手初學者！"
A12,5,課程內容完整,課程內容清晰易懂且完整，希望未來還有夠多好內容的分享，謝謝
A12,5,扎實的新手課程,"內容清晰易懂，圖文搭配基本上就是一步一步帶著做的
老師的講解也很清楚，受益良多"
A12,5,蝦皮下廣告不再是難題,感謝老師清楚用心的表達，使得操作及優化賣場上不再困難，另外又有1對1諮詢機制，真是棒呆了 !
A12,5,適合剛起步的新手賣家,"看完課程，實際操作與運用後，真的有突破０訂單和０評價的困境，
感謝這個課程，讓我能有一個好的開始！

接下來也要持續努力經營賣場～
"
A12,5,內容完善，清晰易瞭~謝謝老師,內容完善，清晰易瞭~謝謝老師
A12,5,內容完善，清晰易瞭,課程循序漸進，很有收穫！
A12,4,感謝老師細心說明,受益良多，一次聽不是很懂，但是重複學習了幾次，了解老師說明的，收穫很多，再次謝謝老師。
A12,5,"簡單卻不簡單的教學,受益良多,正在實作中","淺顯易懂,但卻又很藏很多重要的行銷跟買賣概念,真的不賴"
A12,5,簡潔易懂!,"跟著步驟一步一步操作,讓我越來越有底氣!謝謝老師!"
A12,5,多少會學到你想不到的東西!,"雖然也有蝦皮大學，可是看過都覺得很攏長，
講的重點不是重點都在聊天?
但是這邊真的還不錯，雖然單量沒有往上升，但是相對的比初期有效一點"
A12,5,豁然開朗啊~好課程推薦給大家,"看完之後讓我了解原來我自己的問題在哪裡 , 內容完全符合我的需求啊 , 謝謝老師的指導"
A12,5,非常適合新手入門,非常適合新手，在課程學到滿多的，尤其是行銷的基本觀念，讓我立刻了解為何以前賣東西曝光率與轉化率那麼低，而且課程淺顯易有趣不會像看教科書那樣死板沉悶
A12,5,比蝦皮大學的課程棒多了,之前很認真看完蝦皮大學的免費課程，也買了一堂行銷的想說官方的應該不錯，結果大多都是零散的經驗分享很失望，缺乏系統化的教學，如果想學完全套應該要好幾千跑不掉。這堂課不僅涵蓋從頭到尾一條龍，最讓我欣賞的是課程的系統規劃，用行銷五字訣就可理解成功賣家的套路，還有提供檢核表，而不是像官方課程做一步算一步很零散，到最後根本也不知道哪邊出問題。很超值的一堂課！
A12,5,菜鳥救星,我的賣場掛零都快長蜘蛛網了，雖然之前報名過坊間進貨課，但行銷都講得很少，實際操作後發現只學進貨貨根本沒用。感謝這堂課在行銷部分點破許多過去的迷思，實際運用後業績終於開始跑了，給我很多信心。尤其疫情過後蝦皮越來越競爭，真的不能只靠進貨，如果你也是網拍行銷新手，真心不騙推一個。
A12,5,蠻好的入門課,讓一個無經驗的人開始著手經營，看了課程就想跟著做做看了，只是在選什麼貨來賣這點還在找，不想跟別人一樣，又希望找到品質好的東西
A12,5,突破盲腸、受益良多,非常適合新手！雖然在選貨部分沒有介紹特定廠商或是秘密管道，但是想想也是，如果外面課程真有穩賺不賠的管道，幹嘛還要教你，老師自己賺不就好了？還不如像這堂課強調的核心：用行銷來跳出價格戰、用心法加檢驗來選品進貨，自己探索出來的方法才有競爭力！
A12,5,新手推薦,"我是新手 在課程覺得學得滿多的
不過老師講話的速度有點快～
課程都很喜歡"
A12,5,新手的一盞明燈,"上完課後對蝦皮的各種工具有進一步的了解，不再像是瞎子摸象般浪費時間跟精力
雖然創業並不輕鬆，但這堂課能給予我們初入戰場的新手賣家很多實質上的幫助！"
A12,5,業績真的改善了,去年進了50個USB周邊想說賣賣看，結果業績都是掛零根本賣不掉。實際照著課程的方法修正後，業績真的有起來，現在已經剩不到10個！讓人更有動力想再進下一批貨了。原來自己不止經營的心態方向搞錯，也忽略掉很多經營細節。感謝老師認真無私分享
A12,5,比想像中更超值,最近才剛上完官方的課程，相比之下這堂課內容滿滿又活潑有趣！CP值很高一堂課就涵蓋全部，不用分開購買學習，很適合像我一樣沒耐心只想聽重點的人~~~
A12,5,課程很用心，有幫我突破網拍迷思,老師教學很用心淺顯易懂，不止設計了許多好記的口訣心法，幫我突破了以前網拍經營時的迷思盲點；更提供了很多能實際操作的工具，務實地從各面向來改善賣場，非常值得推薦！
A12,5,值得買爆的高CP課程,"不止完整介紹蝦皮經營的各大面向,更用獨特的核心觀念貫穿課程,而且還送一對一諮詢服務,最意外是老師還很佛心降低解鎖門檻沒有藏私,期待下一個修圖單元~大家快一起買爆解鎖啊!!!"
A12,5,內容扎實有深度，創新有趣,課程深入淺出、長度得宜。打破了我過去的行銷迷思，非常有感削價競爭的窘境！原來以前自己賣場走的方向大錯特錯，尤其是在商品部分受益良多，從沒想過有這種跳出價格戰的手法，大推！
A12,5,在蝦皮行銷操作上有不錯的講解,在蝦皮行銷上有許多深入的經驗分享，這點是我在這堂課上學到滿多的，畢竟這是最重要的部分，讓人立刻了解為何東西的曝光率總是那麼低以及轉化率低的問題，總之有點出我想要了解的最重要部分!感謝課程製作團隊用心的製作!
A12,5,淺顯易懂,"課程內容很適合初學者學習,課程包含了店鋪及商品和營運, 對於我想了解的部分都在課程中有了答案。很棒的課程!!"
A12,5,很適合初學入門者,講師講解的淺顯易懂，對我相當有幫助
A12,3,普通,"個人覺得內容蠻少的
等一個多月上線馬上看完 講的內容都還蠻淺的
"
A13,5,課程評價,教學清楚，淺顯易懂，非常適合完全沒接觸過GA的新手購買
A13,5,適合新手,很適合快速了解 GA 主要的架構以及簡單了解怎麼將實務跟GA連結
A13,5,初學者很適合！,"整題來說，我覺得比較適合有配合網站工程師或是有使用購物平台後台管理的新手行銷，整個課程比較放在報表的相關設定，前期後臺設定內容比較少
在報表分析的部分也是入門易懂，能快速地對GA報表有一定的了解"
A13,5,內容淺顯易懂，,內容淺顯易懂，搭配實作更容易瞭解，讓學習更紮實，謝謝老師
A13,5,簡淺易懂,從完全不懂數據的新手小白到能夠理解GA的運作模式，對文科生來說真的非常受用的一堂課
A13,5,課程淺顯易懂,內容淺顯易懂，實作讓學習更紮實，謝謝老師
A13,5,心得回饋,查詢過很多其他家的線上課程，若是要上課都需要配合自己本身有的網站使用，會使有些數據沒辦法看到或實際了解，但此課程因為有配合google的ga實際操作，每個步驟都講解得很詳細。
A13,5,五星,講解詳細，對新手來說很實用，感謝老師
A13,5,GA 從零上手！數位時代必學的數據行銷秘笈,從課程中了解了GA的使用功能，對於網頁入門來說是非常推薦使用的工具，透過GA可以全面的了解品牌的受眾，進而為潛在客戶優化購買、造訪流程，提高轉單意願，或許可以將這些條件用於活動上的調查，了解參與活動者的喜好及活動資訊來源，這樣對於往後設計規劃活動時，可參考作為有效宣傳規劃方向。
A13,5,版本問題,版本更新的問題讓實際操作的部分有點困難
A13,5,簡單明瞭,適合初學者，推
A13,5,還不錯,基礎概念講解清楚，一步一步將架構告訴我們，有一些實例是在看書時所看不到的內容，值得推薦。
A13,5,不錯,不錯
A13,5,有耐心細心的老師,講解和回答問題都很細心的老師
A13,5,說明清晰，手把手學會GA,我覺得對於新手來說，最害怕就是沒有觀念，但跟著老師從基礎打好開始學習，真的會很有收穫！謝謝老師～
A13,4,基本觀念,對應主題，適合新手學習
A13,5,很棒耶,真的有得到想知道的東西
A13,2,內容淺顯，課綱欠佳,"如課程名稱所述適合完全沒有接觸過GA連官方課程都沒上過的人；如果是有看過GA官方課但一知半解的人，尋求其他進階課程會比較好。

因應近期GA升級到GA4，有許多小更動，雖然概念可以通用，但如果可以直接從最新的上覺得對純新手會比較方便。

另外雖為新手課程，但一些小細節是感覺課程內容與課綱都有可以再進步的地方。如課程5-4帳戶報表其實可以先切換，一些贅詞其實後製也可以先行修剪；第五章有談到 UTM 部分即使課程內容未提及，也可以在補充區與學員說明 GTM 的存在，不是每個人都會看問答區，怕誤導新手只能丟給工程師設定；最後三個單元若是以[目標]功能做介紹，而非以情境題分兩次說明目標功能，是不是能給學員更多利用空間？...

以上僅是針對課程架構的個人意見，雖然課程定位本就基礎、販售價格也不貴，但一些細節之處會讓我對課程把關有些失望，尤其上課的多為純新手，初期的觀念建設尤為重要，正是因為Google變動快，才更需要邊理解基礎觀念邊理解最新重大改動，才不會一開始就走歪路，不然何必付錢上課？

還是謝謝 hahow 團隊跟老師的付出。"
A13,5,很好理解的講解,終於對GA有點基本認識了，不過不知道該什麽時候切換view ，原理懂了，但運用還是要花多點時間去領悟。
A13,5,簡單易懂,容易理解 但實作真的會分析了才是重點~
A13,5,講解清楚易理解,用許多的例子引導更容易理解
A13,5,適合初學者,適合初學者入門GA的課程
A13,5,非常適合GA小白入門！,我本身是完全沒有使用過GA的小白新手，非常推薦給跟我一樣背景的新手作為入門課程。老師講解的觀念照著一步一步做可以很好地理解GA介面和基礎邏輯，但是『如何分析』以及『想要分析什麼』或是『想要透過分析改善什麼』這類型的思考題以及策略是需要再更進一步自己去找資源學習的唷！但如果是像我一樣完全空白要試著摸索這個工具如何使用的行銷人員，我很推薦老師的課！
A13,5,淺顯示懂,課程適合初學者
A13,5,淺顯易懂,"章節跟單元切分成許多小片段
讓人可以利用一些零碎時間來學習
學習體驗還不錯"
A13,5,GA新手入門課程,課程清楚明瞭 推薦
A13,5,簡單易懂,上過課後。看公司GA報表很快就上手，推薦
A13,5,適合初學者,簡單明瞭
A13,5,非常適合GA新手,課程內容非常簡單，對完全不認識GA報表的人有非常大的幫助
A13,5,課程易於了解，適合想要從基礎扎根的GA新手,推薦給想要學習GA或已經有使用GA的人，老師不僅搭配GA示範帳號讓學員可以實際模擬，也會舉生活中案例讓學員易懂，基礎打穩後面就會有很多想法。
A13,5,新手入門課程,"課程詳細清楚，還有許多實際操作的機會
對於GA的新手來說是非常好的入門課程"
A13,5,是GA入門好幫手,課程講解清楚明瞭
A13,5,實用、適合GA初學者,"課程內容淺顯易懂，對應課程內容搭配實機，上完所有單元後對GA分析報表、目前網站尚未串接的功能都有進一步的瞭解
很棒的課程，謝謝老師"
A13,4,真的非常基礎,"課程內容真的很基礎
但建議有些地方能夠再多做一點補充
比如說對於網域的概念，就必須要再額外爬文在能回來懂老師在說什麼
第二
問題回覆的速度比較慢，或許網課就是這樣，你有在家上課的便利
但卻失去很多解答的即時
在這堂課發問或的解答的平均時間大約需要3~4天
學習上會被中斷的感覺比較明顯"
A13,5,五星好評,內容淺顯易懂，讓我懂了不少GA的基本概念
A13,5,推薦！！,老師講解淺顯易懂
A13,5,如課程所述：從零上手，適合完全沒接觸過GA想學習的人,"老師講解清楚，
在解釋名詞跟報表上，
會搭配例子，讓沒有概念的人更容易理解。
"
A13,5,老師講解仔細,"對於GA新手來說，是非常值得推薦的一門課，老師會用現有的案例，同步操作。
期待GA的其他課程~"
A13,5,感謝小圭老師,謝謝小圭老師詳細解說，很實用的GA課程，也適合GA新手
A13,5,GA初學者適配度100%,希望老師繼續製作GA進階課程! 一定跟進!!
A13,5,講解清晰明瞭,課程內容有條理
A13,5,初學者實用,對於我這種完全沒接觸過的學生，受惠良多，希望能接觸更多內容型網站的分析案例課程。
A13,5,打好GA基礎的好課程！推推,本課程對於新手非常有幫助，我早已考過GA分析證照，但並未實際操作過，因此還是對GA非常陌生，在準備考試時覺得GA有太多看起來很像的名詞，真的很難理解，但老師利用口訣跟案例清楚的解釋各項報表和名詞，受用良多！希望藉由這堂課在未來實際操作GA時會更加上手，謝謝老師！
A13,5,實用！,課程內容完全可以直接應用在工作上
A13,5,很適合入門者學習,課程淺顯易懂，很適合入門者學習。
A13,5,課程評價,很棒的課程，收穫很多，值得大家來上。
A13,5,實用、適合新手,"之前因為公司網站剛設置，自己在後台一邊查資料摸索。雖然大概理解指標的意思，但到底如何應用、可以看出什麼端倪，其實感到十分模糊。
這次跟著課程，把網站過去累積的資料重新爬了一遍。定義和操作的講解很容易理解，此外覺得最有收穫的是數據彼此之間和分析應用連結的細節，之前苦苦掙扎的各種碎片突然串聯起來，也開始比較能看著報表自問自答對於網站目標、使用者行為的提問和假設。
建立問題意識後，更能聚焦學習的方向，減少後台的迷茫感，是很適合入門的課程。有自己關注的網站跟著做，也一邊建立一個適合自己網站的基礎分析架構，收穫很多，謝謝老師～"
A13,5,謝謝老師,對於未接觸GA和相關商業領域的我來說，內容相當易懂。對於GA會看到的一堆報表也有更深的了解。
A13,5,非常實用的初階課程,"感謝老師深出淺出的說明，讓我過去在工作上百思不得其解的地方，獲得解答並思考出更好的做法。
超推本堂課程~~~~"
A13,5,真的適合對於 GA 從零開始學習的夥伴們！,"我在上課前的經驗，是已經任職於科技公司的廣告團隊，職稱是行銷專員，但著重於客戶填單後的諮詢流程。
後來因為想要了解前端數位廣告的專業知識，因此開始學習 GA、Google Ad 等工具。
在上這堂課的過程中，老師講解的速度為中間偏慢，很適合還在建構基礎知識的我。
也推薦給所有剛開始學習 GA 的夥伴，這堂課重複上個一到兩次，同時搭配實作，就會上手囉。
大家一起加油！"
A13,5,GA 從零上手！數位時代必學的數據行銷秘笈,老師很有耐心回覆我的問題，課程內容很豐富易懂
A13,5,非常適合GA新手,老師講解得非常淺顯易懂，對於完全沒有接觸過GA的人來說，可以很快對GA的功能有初步的了解！
A13,5,很有用的課程,講解淺白易懂，每段時間不多，適合每日學習。
A13,5,老師講得很不錯,覺得這堂課很適合完全沒接觸過的人
A13,5,講解淺顯易懂,非常適合ga新手一步步跟著影片操作，很快就上手。
A13,5,深入淺出,實用的GA課程，很適合新手入門
A13,5,非常實用的課程,對於初學者來說非常實用，可以了解GA的基本設定及如何看報表
A13,5,適合初學者,步驟講解詳細外，也會說明背後的意義和可以判讀及使用的依據，非常適合初學者。
A13,5,GA基礎課程,"對於從未接觸過該領域的新手來說，
屬於超基礎、穩扎穩打的課程，
因GA不斷地更新，所以遇到狀況時，會先瀏覽大家提問的進程，
發現老師都有一一解決大家問題，與提供解決方法的連結，
另也會在課程備註部分，新增官方更新的區塊，很細心喔!!  
"
A13,5,很棒的課程,清晰明瞭，透過情境讓GA的操作淺顯易懂。
A13,5,不錯的課,可以學到很多GA的技巧
A13,5,還不錯,同標題
A13,5,評價,課程很棒！
A13,5,老師說明的很清楚很詳細,"老師說明的很清楚很詳細,自己還要消化跟練習"
A13,5,通用 GA 心得,"GA4 已經推出一陣子，希望未來可以出 GA4 報表的課程，另外希望可以教學更多常用的自訂報表。

"
A13,5,初學者寶典,"此課程設計很適合初學者或是有逛過GA後台的初階使用者。
課程內容十分簡明扼要，每個章節時間設定剛好，會更有動力上完所有課程。
很喜歡最後幾章節，討論GA數據要如何實際運用，而不會只著重在名詞解釋上！

看完所有課程以及老師的考試詳解，得到90分通過認證，覺得可惜的是不知道自己錯在哪幾題上！

總而言之，推薦給不熟悉GA但想快速取得認證或是打好基礎的朋友們～"
A13,5,推薦初學者,"課程內容非常實用，對於初學者來說簡單易懂。教法不亂跳，有問題老師也會快速回覆 ! 
結語 : 推薦此課程 !"
A13,5,對新手而言很實用,之前也買過其他GA課程，但覺得對新手來說，還是這門課程比較實用有幫助，不會讓自己一開始就迷路~打GA基礎的好課程。
A13,5,身為GA新手,"對於第一次接觸GA的人來說，
這堂課非常好了解ga概念以及簡單的操作"
A13,5,GA入門好選擇,淺顯易懂 入門好選擇
A13,5,適合想學習GA實務應用的初學者,課程實用，講授淺顯易懂，邏輯脈絡梳理得非常清晰，適合作為GA自學的入門，非常推薦。
A13,5,實用的GA入門教學,"老師上課講解很仔細，同時也有搭配一些英文名詞，可以方便跟Google官方課程銜接。
課堂中所附的GA認證詳解也對要考證照的同學很有幫助，詳解也會仔細的填上對應的影片，不懂的地方可以再次觀看影片複習！
推薦想考GA證照又無從下手的人來上課～"
A13,5,推薦給對GA陌生的新手,推薦給對GA陌生的新手
A13,5,新手入門幫手,"老師講解清楚，會搭配實際介面操作示範，
很適合新手入門學習，了解一些觀念
每部影片的長度不長，讓人有動力持續學下去。
建議進階可用實際案例分享，如何透過ＧＡ有條理脈絡拆解分析可能遇到的問題，以及如何優化"
A13,5,適合新手打基礎的GA入門課程,"課程架構清楚，課程都會搭配實際介面操作示範，
有問題詢問，老師都會耐心回覆，
每部影片的長度不長，常常看著看著就上完一課了，讓人比較有動力持續學下去。"
A13,5,簡單易懂好上手的新手GA課程,"從GA小白跟著老師的影片一步步操作，以及老師圖文實操的教學方式，讓對GA完全0接觸的我也概略懂得如何去操作、理解功能及進行簡易分析，對這一塊完全不熟悉的新手也能清晰地理解。
且GA改版，老師也有特別發新公告教學如何設定，非常貼心！
重點是每篇影片時數都不長，配合操作時間很快就過去了，學習過程比較沒有壓力。
"
A13,5,很親民的GA講解課,小圭老師說話速度剛好，舉例也深入淺出，很實用的一堂課
A13,5,對新手友善的GA課程,老師講解的速度不會太快，並且會搭配畫面或圖例說明，對於沒有什麼GA操作經驗的新手來說比較容易理解
A13,5,GA從0上手_課程評價,老師很認真，能夠從淺入深的把GA最重要的報表、資訊們做出系統性的教學，並提供很多實用的技巧和知識，讓GA小白都能快速、簡單學習。
