courseId,rating,feedbackTopic,feedback
A8,5,非常推薦給新手或是想打好SQL程式基礎的同學～,"整體課程非常適合完全沒有接觸過SQL的新手，課程一步步拆解SQL的不同類別的基本語法，並搭配實際練習，更可以將學到的語法應用至現實的問題中，加深印象也釐清本來不懂的地方。
自己本身學過很基本的語法，例如order by、SUM等，但藉由這堂課，把基礎功打得更紮實，例如語法之間的寫作順序，也學到更進階的功能，例如子查詢、HAVING等實用的技巧，覺得受益良多！
從課程的很多方面都感受到郭老師的用心，例如課程作業的設計、作業與討論區的回覆，非常感謝郭老師開設此堂課程～根本超值！"
A8,5,深入淺出 循序漸進,"課程講解深入淺出，讓許久未接觸程式語法的我可以快速進入狀況，
課堂準備的教材與軟體資源也相當棒，可以重覆練習，檢視自己的問題點。"
A8,5,值的初學者入門的課，內容有趣且實用。,這堂課用四個貼近生活的資料庫來教SQL語法的使用。老師把這些語法系統性的分在不同的章節裡面，並且以短片的形式來做教學。每個影片的時間基本上不會超過5分鐘(解答的教學時間較長)，很符合現在年輕人用影音學習新東西的方式。課程中有不會的地方，老師都會很細心的回覆，至少目前我是沒看到老師有沒有回的部分。每個章節結束後都會有練習題，由簡單到難，真的會讓自己漸漸變得很有信心。很感謝當初自己有報名資料領航者論壇，才能有將會接觸到這門課，並且用輕鬆簡單的方式站在巨人的肩膀上一步一步學習。總結來說，這是一門不錯的入門課，如果對SQL有害怕或者不知道該怎麼學的人，可以試試看這門課～
A8,5,SQL 59道練習,"我真的是完全沒碰過SQL的人
現在竟然可以讀懂SQL、透過邏輯思考自己慢慢寫出來
也因為剛學完Python，就直接跳到SQL 難免有些卡頓
不過 每堂課程的時長不會太多，所以建議大家可以分15天看完，才不會看到想吐~"
A8,5,很多練習,"課程從易到難，也有多練習讓我們更了解如何用
"
A8,5,SQL 的50道練習,"一步一步跟著老師的課程及作業指導,反複練習,終於有了SQL的基本概念
很棒的課程"
A8,5,難易適中 充分練習 即時反饋,"課程難易度會漸漸加強，可以安心的跟著老師的腳步慢慢熟悉SQL
最棒的是老師準備充分的練習題，讓每次的學習更加有成就感也透過實際操作加深印象"
A8,5,非常清楚且初學者友善的課程,誠如標題，在還沒上課前我是完全沒有接觸過SQL的初學者，跟著老師每個章節的學習且課後練習，一步一步地了解、運用。到章節的尾聲，利用大量的練習題去測試自己不足的地方，不懂的部分也可以透過詳解去剖析問題，完全像是一門大學選修課程。老師的回復速度也很快，真心推薦任何想學習SQL且0基礎的學員！
A8,5,實用課程,"耐心教學，並且有大量練習題讓同學有實戰機會
"
A8,5,適合零基礎同學，教材淺顯易懂,"之前沒有學過SQL，看到老師的課程介紹跟問題討論回覆後，
選擇了這堂課程，老師準備了很豐富教材及簡報，
對於沒有學過SQL的人方便理解，並可透過實際練習題的操作，熟悉SQL語法，
期待老師未來可以開更多類似的課程，幫助零基礎的同學們，謝謝老師!"
A8,5,很棒的入門課程,課程內容言簡意賅，透過練習題來了解SQL邏輯是很適合我的學習方法!
A8,5, 超級實用的好課,這門課程能讓初學者輕鬆踏進SQL的世界裡，透過實際練習題的演練，熟悉SQL語法，再藉由老師的引導，自然就能一一破解每道練習題，真心推薦給想快速掌握SQL的學習者，也謝謝老師開設這門課程，讓我收穫滿滿^^。
A8,5,非常實用適合想進入資料分析的人,課程循序漸進，感受到老師準備教材的用心，對於完全不懂 SQL 的我來說非常實用，相當推薦!
A8,5,非常友善的入門課程,本課程教學由淺入深、每一章節的練習也都緊扣前幾章的練習，讓初學者對查詢語法可以越來越熟練，若有任何問題，老師的回復也相當即使且清楚，推薦給工作上需要使用SQL撈資料的人！
A8,5,推薦想學習SQL的新手,"課程由基本語法開始講解，對於從零基礎的新手能藉由練習題逐步將學習到語法串聯起來運用並在反覆練習下有效地記住語法
每次寫完練習題再看過老師的講解影片，都能學習到老師對於解題的邏輯，一步一步的解題過程十分療癒，非常推薦~
希望未來有機會老師能再開進階課程!"
A8,5,好課推薦,這們課深入淺出的介紹SQL除了依照各章節的練習題外並搭配綜合練習來活用學習到的SQL語法，非常感謝老師，期待之後SQL進階課程！！
A8,5,值得推薦的優質課程,"老師非常用心的設計了這50道練習題!!
每當寫完題目、觀看詳解時總會不自覺地進入心流狀態(也可能因為音樂選的很棒xd)
重點在於，老師的詳解會先一步一步建構query、再套入架構
使有些複雜的子查詢、JOIN都能迎刃而解
希望老師未來推出更多關於數據分析的課程
非常感謝~~"
A8,5,優質課程，適合任何想學習SQL的人!,在學習這堂課之前我完全沒接觸過SQL，一開始會覺得有些看不懂，但跟著老師的課程一步一步的學習並經過每一章節的練習，可以快速地了解並吸收課程內容，另外在有問題時老師回應的速度也很快而且會很細心地回答，是一門值得推薦給任何人的好課~
A8,5,干貨滿滿的課程,"整個課程內容豐富，不拖時間，還能在課前知道自己的學習目標在哪裡，讚讚。
每次經過課後的練習後，都覺得比前一天又進步了一點，
看到進度條又往100%靠近了一點，就又恢復了戰鬥力 : )
老師也很認真的再回覆訊息，每一個作業繳交後也能得到老師的鼓勵往下一章再邁進!
之前雖然有碰過一點SQL但是都不敢說自己有學過，經過這堂課之後，我覺得成長滿多的，
尤其是還能自己去搜尋網路資源去找答案
這是我上過CP值最高的一堂線上課程，
期待老師繼續開更多數據分析方面的U質課程，我一定學爆~~
"
A8,5,強力推薦給SQL初學者,老師在內容講解上十分清晰易懂，不只是教語法，也有帶到資料庫的重要概念！且老師在練習題的設計也十分用心，更重要的是練習題難度是循訓漸進！自己平常課程的安排是一天聽一到兩個章節，份量剛剛好比較沒有壓力～也會用word檔整理老師上課的內容，在平常寫練習題如果有不確定的寫法會先回去核對筆記，而平常寫練習題的時候即使大多都寫對，但寫完以後再回去看老師的詳解影片後，也很有收穫！期待老師未來能夠有SQL相關更進階的課程！謝謝老師開設這門課程，真的收穫良多！
A8,5,很適合初學者,"上課之前我對SQL的零認識的，因為對資料分析很感興趣所以買了這個課程～一個單元短短的，
很適合上班族，每天聽一個單元，慢慢完成課程，
而且影片中的講解非常簡單明瞭，非常適合初學者！"
A8,5,如課程標題初學者開始學SQL並熟悉語法的入門課,經過課程與練習題能逐步孰悉SQL常用語法，對往後學習進階內容很有幫助
A8,5,非常實用的一堂課,透過50多道題目的練習，讓我學到更多SQL的技巧，真的非常實用~
A8,5,無痛踏出新手村的課程大推!,之前上過很多次老師的課，覺得老師的教學步調對於新手有啟蒙興趣與實質上的學習作用。這堂課程帶來的不只是SQL語言的學習，也有許多資料處理的概念，應用在其他地方也十分有效。短短的影片跟練習題對我這種懶惰卻喜歡挑戰的人超有效，整體來說學的十分扎實。
A8,5,上課心得,老師在課程中都講解得非常仔細，有不懂的地方問了很快就能得到回覆，真的對我這種初學者很友善。
A8,5,很棒的資料庫課程,這門課對初學者入門是很棒的課程，可透過多次的練習快速掌握資料庫的使用技巧，值得推薦！
A8,5,充實的SQL課程,之前在台大有上過老師的python課程，教學內容以及形式滿適合我的也因為老師的課程嚷我理解到學習資料庫對於未來在發展資料分析的職涯中是不可或缺的技能，因此選修了這堂SQL資料庫的基礎課程，整體來說，我覺得從0到100，學習的過程非常扎實，也對SQL有更進一步的認識，很推薦這堂課程。
A8,5,很棒的入門課程,課程規劃清晰，簡易入門。透過練習題，自己解決問題的方式來學習，非常有效率，也很有成就感。是一堂適合初學者學習以及建立信心的課程！
A8,5,很棒的SQL基礎課程!,"最近在找Android工程師的相關工作,覺得SQL是一項必備的技能,剛好看到老師開了這門課程,看的出老師設計的題目有用心編排,有些題目覺得有挑戰性,在學習的過程中不會覺得太難或太簡單,看到自己能夠一一解決題目,覺得很開心,很享受這段學習過程!詳解的影片能夠了解老師解決問題的邏輯和思維,有幫助到我寫到其他題目時,更能有條理的把答案寫出來, 推薦給想熟練SQL的初學者,能夠扎實地把基礎打好!"
A8,5,非常扎實的初學課程，可以重拾對資料庫的信心不再抗拒,非常推薦給無經驗或是曾經接觸但沒完整學習過的來上這門課程，可以打下扎實的基礎，去蕪存菁後是非常實用的的實地演練，練習題難度也是恰到好處，本身曾經在大學修過資料庫課程，但教科書內容及當時學習經驗實在讓我抗拒，不過經過這次課程，讓我對SQL重拾信心，謝謝老師也期待老師其他課程：）
A8,5,可以踏出新手村了（吧）,"經過這門『ＳＱＬ五十道練習題：初學者友善的資料庫入門』，從基礎的資料庫觀念及查詢 篩選 函數等等語法開始，到合併或是建立刪除(虛擬)資料表，課程安排流程很順暢，講解也很清楚；雖然寫題過程有卡關的時候，但只需回頭重看單元影片或搭配詳解，真的轉不過來/想不通時隨時都能詢問老師（感謝老師耐心回覆！），完全可以無壓力又循序漸進地學習到資料庫入門知識！
以往只有使用MSSQL基本的查詢語法，對資料庫本身或資料表間的關聯等不是很清楚，在課程完成後，終於知其然也知其所以然了！
謝謝老師，也希望未來還有其他相關或是更進階的課程。"
A8,5,名符其實且高CP值的初學者友善課程,比起坊間的SQL教學工具書，郭老師設計的課程結合了有意思的資料庫與題目，讓人更有動力自學，寫到最後都會想把影片詳解按暫停，靠自己努力解題，很有成就感。老師在線上的回應與解答，也讓人感到安心，是WFH時期絕佳的自學課程，後續若有機會，也會推薦給其他人。
A8,5,符合期待的練習題!,之前已經向郭老師在線下學過SQL，這次參與課程主要是想在上班前重新熟悉SQL的基本語法，練習完感覺都回來了，準備去研究一些更進階的內容，這套課程適合初學者與想要複習SQL的人，謝謝郭老師，教課邏輯清晰，受益良多!
A8,5,非常友善初學者及觀念新手的精華課程,"課程將SQL的語法結構邏輯以及重要語法的功能與使用觀念，以非常循序漸進的主題節奏來教學，讓我能逐步由淺入深地建構對SQL重點觀念的理解，原本自己對於SQL有些粗淺的認識、但對於實際運用時的語法運作邏輯並不是那麼有把握，經過課程系統性的教學、以及每章節課後練習題立即的複習、演練、體驗該章節語法的運作邏輯，讓我釐清許多過去常常不知其所以然的語法邏輯卡關，實際演練練習題不僅能從做中學也讓人很有成就感，有動力及信心繼續深入學習；
除了課程內容的設計非常系統性及完整之外，老師的授課能力與態度也相當讓人欣賞，從授課內容的表達、對學員問題的答覆與回饋，都可以感受到老師的細膩與用心，從學員的角度出發、耐心理解可能卡關的問題，並有條理解釋、幫助學員理解及成長，是位很棒的老師！"
A8,5,真的非常感謝老師的乾貨大禮包～,"老師不論是在口條表達上
還是題目設計上
都可以感受到老師的精心安排
其實我完全是個初學者
之前是有學過HTML、CSS所以對於寫程式不算陌生
最近是要找工作發現有要SQL的條件所以想說趁現在學一下
結果也很幸運讓我遇到這麼好的老師，也很細心幫我寫解答
希望老師可以開Excel VBA的課程
非常感謝老師～"
A8,5,對初學者很友善的SQL入門課程,"很推薦新手來上這門課程
原本是SQL門外漢的我，經過這樣的課程，對使用SQL進行資料操作有一定的基礎，
而且過程中會有想要繼續上的動力
每一章節都有很清晰的解說與重點整理，在每一章節後面也都有習題練習，破解練習題能夠得到成就感並支持自己往下走，
不會一開始就遇到很難的觀念或題目，這樣反而會有打退堂鼓的念頭
利用最近比較多的空檔完成這門課程，之後也會不時重新溫習章節重點和題目，並激發自己更深入學習的慾望"
A8,5,SQL 的五十道練習：初學者友善的資料庫入門,內容循序漸進，除了課程之外、還有大量的練習題可以實作，讓我這個完全不會的初學者，在上完課後對SQL有一個完整的概念及基本的操作能力。也謝謝老師對於我的每一個提問都給予了詳盡的解答，同時也給了進階讀物的推薦，希望之後我也能對SQL越來越得心應手。
A8,5,很實用的課程,謝謝這堂課，讓我在連假能在家盡情的享受SQL的語法，很久沒有那種不斷提昇自己破關的快感了。
A8,5,課程評價感想,"我對這門課程內容現在而言並沒有想像中的那麼困難，我曾經上了很多AI&DATA課程，然後課程裡面的內容是我有熟悉過的函數與定義對於軟體安裝與操作得心應手，雖然是英文版軟體只要看得懂它的使用說明就不會研究斐然，所以上SQL 的五十道練習：初學者友善的資料庫入門或AI&DATA相關課程能夠當成在上專題與實作方式上課工人要做好工，必先磨好工具。
既然已經購買了此課程，我需要以身作則做好做出自己的未來潛能與本分，為自己能夠找出好的前途就地取材只是要給自己有所盡責。我對於課程過去曾經有上過MSSQL對於本課程內容的函數與定義不會感到陌生而過目不忘，只是給自己能夠接力複習，將來久而久之落空了就不用擔心對MSSQL學習記憶程度花落知多少。
我上完課程、繳交作業後要寫課程評價時，開始寫感想我的腦袋就較難打開要如何重頭到尾寫出好的回覆，我需要花很多分鐘的時間想盡辦法給於自己的腦袋給動了起來、強行思考然後走來走去，不久之後要寫課程評價感想後時就覺得比較好了也能夠慢慢地寫出想要的話，這不過也只是暫時性或者是邏輯性，到最後就很努力得把它給做好這是一種堅持。
本課程是值得推薦上的一門課程，老師講課內容細緻精簡、每一段的影片剪接的很明瞭、章節製作分明讓學習閱讀者重複複習很方便、很容易整理且找得出艱澀難懂的問題講解與操作說明、然後每一道練習題都寫得很仔細、意猶未盡。相信自己我對這門課程未來能夠持之以恆的深入練習也必須能夠求職到相關工作。"
A9,5,完課回饋,課程扎實且能運用資料與老師同步操作，期待在職場上能多運用課程技巧以達到熟練。
A9,5,不寫程式的數據分析： Excel 商業分析實戰,"分析與應用，詳細實際操作，每一單元都很扎實。
每一單元一開始會說明最後結果的呈現與相關應用，
實際操作當中也都會有清楚的說明。
單元循序漸進，不用擔心聽不懂。
另外，過程中若有任何問題，老師必定會回答。
對我而言，K-means的部分比較複雜，
不過，影片的優點就是可以重複觀看操作。
總而言之，值得學習的課程。"
A9,5,excel商業分析課程回饋,課程豐富實用但過於緊湊。
A9,5,非常實用的課程！,老師的教學步驟非常清楚，很期待實際運用到工作上～
A9,5,實用的excel 課程,學到很多樞紐分析的實際操作，很實用。
A9,5,簡單易懂,課程簡單易懂，老師一步步教學，很適合初學者踏入，期待老師出更進階的課程以更加符合工作需求！
A9,5,實用！,簡單易懂的基礎數據分析課程，對提升工作效率很有幫助
A9,3,還行,因為現在還是學生，不確定在職場上是否有實際作用，還望等以後來做實踐。
A9,5,非常實用的課程,講師依照分析邏輯來編排課程順序，過程很流暢易懂。使用Excel內建功能來完成數據分析，對工作有很大的幫助，也讓我對數據分析產生很大的興趣，會想要再學習多一些數據分析的技能，推薦給需要數據分析的同學，謝謝。
A9,5,課程內容豐富,透過職場實際情境，帶入excel操作學習，可以現學現用。
A9,5,可以增進樞紐分析的功力,過去使用樞紐分析只是基本的拉出自己想要的欄位、資料，透過本堂本才了解樞紐除了做資料清整外，還可以做成會員及商品的關聯式Dashboard，幫助對資料的理解，很實用的一堂課。
A9,5,Excel 實戰分析與流程講解,"課程充實，具備分析的知識、工具的使用與流程的操作。
"
A9,5,實用的一門課,"可以邊看影片邊練習，紮實的操作每一個步驟，耐心的跟著老師一步亦趨的完成檔案，收穫滿滿。
兩位老師講課的語速及音調適中。:)"
A9,5,EXCLE分析工具教學五星好評,"非分析人員，透過系列課程，可以啟發對自己現任工作幫助。
老師講述課程仔細，相當好上手，後續也會關注老師的其他課程！"
A9,5,ＧＯＯＤ,ＧＯＯＤ
A9,3,整體來說還行,整體內容還不錯
A9,5,execl分析基礎推薦,對於EXCEL初階的我，這堂課學習幫助十分有用。
A9,5,實用,實用
A9,5,execl分析基礎推薦,若工作跟分析相關，透過課程內容可熟悉如何分析工作的問題。
A9,5,很實用的Excel課程!!,"課程非常充實，在很多觀念建立跟EXCEL操作上都很詳細，手把手的教學!! 整體課程很容易上手!!
上完課能夠學會如何用Excel做出精美的儀表板，在工作上非常的實用，也看起來專業許多。"
A9,5,很棒的課程!,"第一次學習相關課程，老師說明的清楚，只是自己需要實際操作幾次才會比較熟悉
作業繳交後，老師也用心的指導說明，
謝謝老師的用心與回饋!"
A9,5,清楚易懂,課程清楚易懂，目的性清楚
A10,4,資料處理入門,課程講解清楚，對於初階入門小白友善。
A10,5,優秀,對初學PYTHON的人有很大的幫助
A10,5,Magic!,"上過很多講到Pandas應用的課程，每次到後面就太複雜卡彈了
但老師不知道用了什麼魔法，這堂課是唯一讓我聽懂Pandas的～"
A10,5,內容豐富,內容豐富！學校老師
A10,5,很棒的課程,對入門者有很大的幫助
A10,5,適合入門的好課程,"如果你想學一項技能，最好的方式是直接從應用面下手
這堂課直接就行銷角度切入的去教學python
簡單且快速地讓學員可以操作python完成分析
並且有提供程式碼及操作範例資料，對於初學者來說非常適合！"
A10,5,優的,"上完可很久才想到評價，
Python近幾年工作中發覺挺有用處，可以做自動化，統計分析
藉這門課又讓功力增進一點，作業有點偷懶沒寫。。。"
A10,5,excellent,excellent
A10,5,Python行銷資料科學,"非常實用,適合商學背景的人Python入門學習"
A10,5,很棒的課程,"整個學習流利順暢
學到好幾種商務資料的處理與應用
很棒的課程"
A10,4,對python有初階的認識,課程前半段能了解python的語法，對入門者有很大的幫助。可了解整個python的語法架構。後半段套入數據的應用，了解如何利用python分析資料及繪製動態圖表。對大量數據的分析及歸整，有一定程度的幫助。
A10,5,非常好的Python課程，適合完全0基礎的學生,"非常好的Python課程，適合完全0基礎的學升
也可以學到一些商業分析的知識
唯一的缺點，是無法及時得到老師姊debug的回應"
A11,4,適合Python已有些理解的人學習,偏引導入門，對理解RFM的思考與基礎實作有幫助
A11,4,實用扎實,謝謝老師扎實的講解與分享
A11,3,心得,建議課程名稱改為 Python教學_以RFM為例，上完課就這樣做去客戶分析可能還太生了⋯
A11,5,評價,收穫很多!!
A11,5,內容豐富，學到很多觀念,分析的部份很值得參考，收穫良多。
A11,5,很好的課程，值得購買,老師講解的很詳細，讓我對於如何分析客戶很有幫助！
A11,5,推薦課程,收穫豐富
A11,5,內容豐富,除了如何使用軟體操作外，也提供不同面向圖表的判別意涵，就算這堂課上完後，在程式部分沒有跟上，也都對於行銷思考更有幫助！
A11,5,內容豐富,內容豐富
A11,5,實用的超值課程,"教學細心清晰，循序漸進~~ 
活化大腦，提升思考，很有收穫！"
A11,5,課程實用易理解,之前就有訂閱meduim整體覺得內容還行算是實用也易理解
A11,5,python與RFM的快速媒合課程,"上完後就可以理解在python中使用RFM的邏輯
老師在課程裡已寫好基礎的四大面向RFM視覺化語法
所以上到一半或是上完就可以立即性的將自己的資料導出RFM各面向的分析圖
而每個語法都有加註解釋與可變化型態
所以要針對自己資料的客製性和進行更複雜的分析也會有所幫助
對想將RFM用python處理卻對python掌握不高，甚至不瞭解RFM的人都非常適合上這堂課"
A12,5,很棒的教學及實務操作範例,"課程分成四個章節
可以循序漸進的從基本python語法(聚焦在網路輿情分析用的到的功能，學習起來更加目標導向、更加精簡俐落)
實戰的案例提供一個案例，並依此進行不同面向、完整的網路輿情分析，對輿情分析能有更清楚的入門了解"
A12,5,Python 0 到 1 基礎商業數據分析實戰,課程講解詳細，並且搭配實例實際操作。
A12,5,很札實之Python基礎訓練.很棒!,"很札實的課程.每一單元都有程式範例.老師講解概念清晰,再依範例逐步操作示範.讓學習者容易了解
"
A12,3,對於初學者而言尚可,後面教太快 有些草草帶過 比較適合本身有程式底子的人 初學者需要花更多時間去收集資料  整體而言尚可~~
A12,3,學到很多,"課程內容很豐富
但對初學者來說有點教太快"
A12,5,值得推薦,"前三章深入淺出，初學者也能輕易理解。
不過第四章內容滿深奧，需要一些時間做消化。
"
A12,3,適合對程式語言有些基礎的學生,後期較困難的部份上的很快，且有些部分在自己電腦執行時會出問題，要自己花時間去debug。不過教師提供的主題很多圓教材滿詳細的，對於初步接觸資料分析的人可以對資料分析有進一步的認識，之後想自己嘗試玩些題目也有多資料可以參考。
A12,2,老師都不回答問題，交得不夠仔細，想要退課退費都沒辦法,老師都不回答問題，交得不夠仔細，想要退課退費都沒辦法
A12,5,Python 入門值得推薦,簡單易懂，吸引Python入門興趣
A12,5,Python 0 到 1 基礎,讓初學者，很快的上手
A12,5,Python 0 到 1 基礎商業數據分析實戰 評價,適合初學者，每一步驟都非常詳細也有提供足夠的檔案。
A12,5,新手友善,對於Python完全無基礎的人也可以上這堂課。
A12,5,good,內容豐富
A12,4,課程講解稍嫌不夠詳細,"較多程式碼講解都是「帶過」
需要自己再上網查詢
導致時間成本提高
除此之外還行～"
A12,5,商業分析思維大躍進,上完課程可學習到商業分析的細節及價值所在，程式語言須有基礎較好上手，想從事商業分析的人是一門值得購入的課程
A12,5,內容循序漸進適合新手,內容循序漸進，從環境設定開始到實際商務應用都有充實內容，適合新手
A12,5,內容充實，循序漸進,"老師講解的滿清楚的，即使沒有相關背景也能聽懂，唯一比較可惜的是後面後畫圖講得比較快，前面沒有複習好的話，要花比較多時間了解code內容。


"
A12,5,Python 0 到 1 基礎商業數據分析實戰,課程講解詳細，並且搭配實例，對於初學者較好上手。
A12,5,非常受用,"老師教得很細，
讓我這個初學者也可以跟著步驟慢慢的學會"
A12,5,課程實用，每一步驟都非常詳細,"課程實用，每一步驟都非常詳細，
唯一小缺點，實例都是直接跑程式碼，但裡面可能有些許在前面沒有提到，基礎不熟的需要稍微多花一點時間想一下"
A12,5,學習充實,說明清楚、吸收簡單!
A12,5,內容豐富，循序漸進，適合無任何程式底子人員學習,"課程內容適合初學者並且具備實體程式碼
針對消費者輿情及自然語言有初步的認識與討論
程式講解細心，並將相關思路均精準敘述
另具備獨門心法程式碼，可供學生應用"
A12,5,很棒的課程 適合商科同學學習,"終於克服自己的懶惰  
把課程完成了
課程內容不錯
謝謝老師
"
A12,5,課程豐富用心 回覆問題速度可以快一點點～,老師教得很用心，提供很多案例，但問問題回覆稍慢了點。
A12,4,Python 教科書 影片版,"跟著教科書 邊看邊做的感覺

教材不錯 

實際應用方面有待討論"
A12,5,課程詳細，可惜老師不見了,IVAN老師講課很詳細清楚，課程內容也很符合主題，可惜在於老師已經很久沒上來改作業啦~~~
A12,1,普普通通,老師不見拉～問問題一個月都沒回
A12,5,內容豐富,內容豐富
A12,5,沒有程式背景也可以上！,名符其實是python 0到1，從環境介紹到基礎操作都仔細地講解，後續搭配大量實作範例，身為程式新手，雖然資訊量非常大但也很有趣。
A12,5,滿好的,滿好的，教得很仔細，也有提供足夠的檔案，感謝。
A12,5,清楚、循序漸進、適合初學者,Ivan老師的教材由潛入深，從基礎改念開始講起，打好對一些功能的基礎後，才開始去進行網路聲量及網頁資料搜集的教學，循序漸進，適合python初學者來上，上完不僅對程式的應用更了解，老師也會補充實際操作上的操作，對於實務上有很大的幫助。
A12,5,非常實用的課程,"課程內容完善清晰，循序漸進~~
活化大腦，提升思考，很有收穫！"
A12,5,實用的Python課程,課程裡有許多補充的內容，而且課程真的相當實用，謝謝老師用心的編排課程
A12,5,受益良多,"上完課後覺得又更了解python多一點了，裡面有許多額外的分享和程式碼分享，收穫很多
特別喜歡實戰的部分~~"
A12,5,謝謝老師,謝謝老師用心地講解課程！
A12,5,可以馬上應用到工作中，非常實用的課程,"Ivan老師的課程以貼近商業的範例來發展課程，可以很快應用到工作上的分析工作。
有成果，就更容易喜歡上Python這個程式語言，也更有動力繼續學下去。

第３章和第４章主要是去執行既有的程式碼，好處是可以立即套用到類似場景，但對想要自己寫出程式的人，講解的內容就比較淺。
也許可以將數據分析和競爭價值拆分成二門課，再講解深入一些，會更有幫助。"
A12,5,非常實用的課程,"Ivan老師講得非常清楚，課程也循序漸進，
我之前並沒有學過任何語言程式，但上完這堂課後，更增強自己的邏輯思考能力，
很多東西是很直得重複在聽即使用，後面課程都屬於應用面，都是層層堆疊上去，
但因為對於初學者來說，很多步驟都會忘記，所以需要回去重複看過一次，
但整體來說對於python有很大的認識與了解。

非常推薦上線上課，可以不限任何時間及地點，
只是有時候系統跑不出來有問題的時候，課程發問的部分，都需要等老師有空的時候才能做解答，
在時間處理上可能沒辦法這麼即時而必須先讓課程pending，
但老師最終都會想辦法幫你解決你的疑惑。

整體來說，對於初學者學習python，是非常有幫助的"
A12,5,馬上可以讓你用python上戰場應戰的課程,"除了Python基礎操作教學
Python在商業應用上的許多個面向都有教學
基本上上完只要不是魔王級的商業任務，即刻實戰是沒有問題的
因課程單元和教授內容實用且多元
若上完課程後對於python完整邏輯有更多自學
繼續搭配應用可以很容易發展出屬於自己的戰鬥方式"
A12,5,希望老師在解釋程式碼時能在說明詳細一點,"老師的課程十分實用，不是很死板的python程式碼課程，可以很快速將老師寫好的程式碼直接應用於實戰之中
但希望老師於講解每一章節時，能夠詳細說明買一行程式碼的功能和用途，雖然現今的程式開發大都是套模板，然後再進行客製化，但對於沒有學過程式的同學(如我XD)，在打開老師給予的程式碼時，我無法了解每一行程式碼的用途，故在未來要進行調整或編寫其他代碼時，會不該從何下手。故希望老師能於未來課程講解時，能夠額外說明每一行程式碼的功能與用途，幫助同學可以了解整個程式運行區塊，面對未知的資料分析的程式碼時，可以迅速理解，好上手，謝謝老師。
"
A13,5,Good,Good
A13,5,內容豐富,"課程內容豐富,講解清楚,當有不同的製作需求時,可以找尋需要的單元再複習。"
A13,5,很推薦的課程,"課程編排的節奏很流暢，可以循序漸進由淺入深的學習Tableau
老師講課邏輯清晰且搭配每個單元的實作對於操作上很有幫助"
A13,5,內容扎實，學得很輕鬆,老師的講義做得很清楚，口齒也很清晰，BGM大小聲剛剛好，不會有愛睏的感覺，兩三天就把老師的課程全部看完，覺得真的有學到很多，這樣充實的感覺很棒。
A13,5,Tableau 新手,"老師的實際操作課程講解仔細，新手上課容易理解。
課堂中也分享很多其他網站內容。
這門課受益良多，上完課很充實。"
A13,5,課程實用,老師講解淺寫易懂，適合想學習Tableau的新手學習
A13,5,資料變決策！從零上手 Tableau 大數據視覺化,"1.課程架構清晰且有邏輯: 每章節老師會將該課程的學習目標先帶過一次讓我們產生印象與建立觀念,接下來透過實作讓我們更加了解先前所學的知識及概念
2.教材結合時事: 該課程利用時事比如新冠病毒,台灣自行車停車狀況,PM2.5等時事讓學習更貼切生活,使我對Tableau 更有興趣且更能實用tableau而不是只了解知識而已
3.美感: 老師除了Tableau外也教了色彩學以及每張Tableau圖適合用的情境,對我而言覺得對工作及呈現給他人相當有用"
A13,5,資料視覺化的新手課程-tableau,"1.課程編排清楚，學習無負擔: 每一章節一開始老師會清楚傳達該章節教授的內容，搭配實作一步步詳細解說，透過練習，使我快速吸收該章節內容與知道如何應用；另外，課程節奏掌握適當，可以很輕鬆的學習。
2.教材結合時事，學習更有感: 老師以時事議題作為教材，我在練習的過程中對呈現出的視覺化的圖表更有感覺；同時老師也提供許多show case相關網站，給我許多編排圖表的想法。
3.化繁為簡，快速接納新觀念: 老師以深入淺出的方式教導數據分析過程的基本概念，例如: 資料清洗等，幫助我快速了解新知識，不用刻意背誦。"
A13,5,資料視覺化的推薦入門課,"1. 老師會鉅細彌遺的描述每堂課程的宗旨、一步一步的細細解說，是能幫助我逐步操作出成果的！
2.老師也提供豐富且時事的教材，能促進聯想生活周遭可製作資料視覺化的主題點子！
3.老師由淺入深的從資料清洗，一路教學到資料串接系統和轉化成果為網頁，很務實、很實用！"
A13,5,簡單入門的課程,跟著課程的實作練習，滿好入門的！
A13,5,很推薦新手的tableau課程,"上課內容淺顯易懂，很細心地帶著學員一步步練習，新手也能從容學習不會手忙腳亂，簡報內容也清楚簡單明瞭，
老師聲音語調也好好聽~課程整個是讓人上課起來輕鬆自在的節奏步調，同時又受益良多，
遇到問題老師也會細心回答，很幸運在Hahow第一堂就遇到很棒的老師與很讚的課程。"
A13,5,課程易上手,透過老師的教學，可以輕鬆上手Tableau。
A13,5,推薦新手tableau課程,簡報內容淺顯易懂，喜歡老師的教材編排和詳細說明，讓從零開始的同學都能夠輕易上手，遇到問題老師也會細心回答，收穫滿滿，感謝老師 :)
A13,5,課程易上手,在資料爆炸的年代，能透過視覺化統計圖表可以讓你在工作上鶴立雞群，透過自我學習結合工作所需，將自身價值發揮到最大是我收穫最多的地方。
A13,5,課程很清晰且好上手,課程很清晰且好上手，如果想快速上手是很推薦的一堂入門課程！
A13,5,內容講解清晰好上手,"老師會先從資料概況作整體介紹，清楚說明不同情境可選用的視覺呈現。
軟體操作的步驟很清楚，同時也會提醒該留意的地方。推薦新手入門學習。"
